TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS,IS_MATCH
Side unsafe for meter testing due to raw materials found front of meter at the time of testing discuss with sh Ramprasad phone no,Field Operations / Meter Testing,Field Operations / Meter Testing,99.95,100-90% Very High,Correct,TRUE
Site found unsafe meter hanging on wall so meter could not be tested at site,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
meter found in unsafe condition no suitable space for meter testing due to vegetation found near meter,Field Operations / Meter Testing,Field Operations / Meter Testing,100,100-90% Very High,Correct,TRUE
no space for ct so unsafe conditions,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
meter hanging on wall unsafely not proper mount on wall so meter unsafe condition,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Meter is installed at long height hence same couldnt be tested due to long height photographs has been attached,Field Operations / Meter Testing,Field Operations / Meter Testing,99.94,100-90% Very High,Correct,TRUE
no space for ct so unsafe conditions,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
meter at unsafe condition meter hanging on wall not proper mount so meter could not be tasted,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
Side unsafe for meter testing at the time of testing due to site under renovation so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,99.86,100-90% Very High,Correct,TRUE
meter site is unsafe conditions meter insttald Long height so meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
no space for ct so unsafe conditions,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
meter site is unsafe conditionmeter installed logh height more than feet so meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.94,100-90% Very High,Correct,TRUE
meter site is unsafe conditions meter hang on wall so meter couldnt be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
Side unsafe for meter testing due to materials found front of meter at the time of testing so meter could not be test discuss with consumer sh Krishna Pandey phone no,Field Operations / Meter Testing,Field Operations / Meter Testing,99.77,100-90% Very High,Correct,TRUE
meter Installed in stairs so unsafe conditions,Field Operations / Meter Testing,Field Operations / Meter Testing,99.96,100-90% Very High,Correct,TRUE
meter fully unsafe condition meter hanging on pole so meter unsafe could not be tasted,Field Operations / Meter Testing,Field Operations / Meter Testing,100,100-90% Very High,Correct,TRUE
Side unsafe for meter testing due to no suitable space for meter test discuss with consumer sh Lakhan phone no,Field Operations / Meter Testing,Field Operations / Meter Testing,99.35,100-90% Very High,Correct,TRUE
Side unsafe for meter testing due to materials found front of meter at the time of testing discuss with consumer sh Hawa singh phone no,Field Operations / Meter Testing,Field Operations / Meter Testing,99.62,100-90% Very High,Correct,TRUE
Side unsafe for meter testing due to no suitable space for meter test at the time of testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
no space for ct so unsafe conditions,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
meter at unsafe condition meter fell down the stairs,Field Operations / Meter Testing,Field Operations / Meter Testing,99.91,100-90% Very High,Correct,TRUE
Side unsafe for meter testing due to materials found front of meter at the time of testing so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,99.96,100-90% Very High,Correct,TRUE
side unsafe for meter testing due to meter found long height so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,99.98,100-90% Very High,Correct,TRUE
meter hanging on The pole so unsafe conditions,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
Meter installed on height more than fit so meter is unsafe conditions so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,99.97,100-90% Very High,Correct,TRUE
Meter On Height Fit So Meter Unsafe Condition So Meter could not be Tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
Meter is installed at unsafe location Used scrap seals found inside the Meter Chamber box with treansformer oil filled inside the Chamber Also oil leakage from Upper valve of Transformer hence meter could not be tested and Mail sent to zone,Field Operations / Meter Testing,Field Operations / Meter Testing,99.83,100-90% Very High,Correct,TRUE
No Space For Meter Testing no Suitable Space For Meter Testing So Meter Unsafe Condition So Meter could not be Tested,Field Operations / Meter Testing,Field Operations / Meter Testing,100,100-90% Very High,Correct,TRUE
Side unsafe for meter testing due to wire insulation damage The Squirrel has cut the output wire insulation so meter could not be test discuss with consumer sh Ramavtar phone no,Field Operations / Meter Testing,Field Operations / Meter Testing,99.78,100-90% Very High,Correct,TRUE
Meter box cover found damage at the time of testing so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,79.05,90-75% High,Correct,TRUE
Meter tested as per all safety normsAll display parameters found OK at the time of meter testingmeter box found damage,Field Operations / Meter Testing,No Action Needed,99.03,100-90% Very High,Wrong,FALSE
Meter Box damage so meter could not be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,96.81,100-90% Very High,Correct,TRUE
Meter Box damage and unsafe conditions so meter could not be tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
Meter box damageso meter could not be tested at the time of the testing,Field Operations / Meter Testing,Field Operations / Meter Testing,97.71,100-90% Very High,Correct,TRUE
meter box damage on back side,Field Operations / Meter Testing,Field Operations / Meter Testing,97.53,100-90% Very High,Correct,TRUE
Meter not traceable at site given pole number or address is wrong,Field Operations / Meter Testing,Field Operations / Meter Testing,99.99,100-90% Very High,Correct,TRUE
meter not traceable pole no wrong,Field Operations / Meter Testing,Field Operations / Meter Testing,99.79,100-90% Very High,Correct,TRUE
meter not traceable pole no wrong,Field Operations / Meter Testing,Field Operations / Meter Testing,99.79,100-90% Very High,Correct,TRUE
meter not traceable at site,Field Operations / Meter Testing,Field Operations / Meter Testing,99.95,100-90% Very High,Correct,TRUE
meter not tracebale at site so meter could not be test,Field Operations / Meter Testing,Back-Office / Administrative Operations,40.28,Below 50% Low,Wrong,FALSE
SITE METER NOT TRACEABLE SO METER COULDNT BE TESTED AT THE TIME OF TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.94,100-90% Very High,Correct,TRUE
meter not traceable at site no call response,Field Operations / Meter Testing,Field Operations / Meter Testing,99.85,100-90% Very High,Correct,TRUE
SITE METER NOT TRACEABLE AT SITE NO RESPONSE ON GIVEN PHONE NUMBER SO METER COULDNT BE TESTED AT THE TIME OF TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.84,100-90% Very High,Correct,TRUE
meter not traceable at site,Field Operations / Meter Testing,Field Operations / Meter Testing,99.95,100-90% Very High,Correct,TRUE
Meter not Traceable at site said Pole at the time of testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.66,100-90% Very High,Correct,TRUE
SITE METER NOT TRACEABLE AT SITE NO RESPONSE ON GIVEN PHONE NUMBER SO METER COULDNT BE TESTED AT THE TIME OF TESTING,Field Operations / Meter Testing,Field Operations / Meter Testing,99.84,100-90% Very High,Correct,TRUE
meter not traceable at site no and phone not working,Field Operations / Meter Testing,Field Operations / Meter Testing,99.31,100-90% Very High,Correct,TRUE
Meter not Traceable At Site So Meter could not be Tested,Field Operations / Meter Testing,Field Operations / Meter Testing,99.95,100-90% Very High,Correct,TRUE
Meter not traceable said pole at the time of testing so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,98.35,100-90% Very High,Correct,TRUE
meter retain as per system,Scheduling / Field Dispatch Team,No Action Needed,93.27,100-90% Very High,Wrong,FALSE
Meter calibration pluse not belinking at load alongwith No display and meter terminal found melt at the time of testing so meter Suspected refered to enforcement inspection,CEG / Enforcement / Vigilance Team,CEG / Enforcement / Vigilance Team,99.65,100-90% Very High,Correct,TRUE
